Seeded Runs:
Run 1/10
   	      	                       fitness                       	                          size                         
   	      	-----------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std  	avg    	gen	max 	med  	min	nevals	std    
102	673   	1729.89    	102	29545.8	1326.95	1316.28	673   	1998.94    	1774.52	102	2245	1798  	480 	673   	151.392
103	675   	1617.62    	103	15447.3	1324.11	1316.28	675   	1505.05    	1787.94	103	2174	1802  	981 	675   	134.54 
104	684   	1848.75    	104	60855.9	1321.95	1315.89	684   	3008.22    	1797.61	104	2175	1811  	177 	684   	138.376
105	676   	1770.06    	105	35227.5	1319   	1315.89	676   	2303.01    	1801.49	105	2125	1813  	592 	676   	121.37 
106	678   	1848.61    	106	36273.2	1318.76	1298.59	678   	2377.93    	1800.19	106	2148	1813  	476 	678   	131.716
107	683   	1738.84    	107	15450.9	1318.46	1294.62	683   	1749.92    	1809.62	107	2133	1818  	1126	683   	115.381
108	685   	1834.71    	108	44094.8	1317.91	1294.29	685   	2989.81    	1820.34	108	2193	1827  	494 	685   	137.073
109	681   	1763.9     	109	36272.1	1317.25	1294.26	681   	2463.6     	1832.83	109	2271	1833  	1131	681   	132.898
110	672   	1702.6     	110	18323.1	1316.76	1294.09	672   	1766.9     	1839.33	110	2203	1838  	1064	672   	129.571
Run 7/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std    	avg    	gen	max 	med  	min	nevals	std    
0  	690   	50951.5	0  	93151	50905.2	2014.53	690   	14488.7	208.927	0  	1322	138.5	21 	690   	185.871
1  	677   	43290.2	1  	81229.4	44023.1	2014.53	677   	13341.1	232.901	1  	1322	156  	16 	677   	204.934
2  	674   	36468.6	2  	69944.1	37461.8	2014.53	674   	13227.6	260.241	2  	1556	178  	17 	674   	233.3  
3  	687   	29994.2	3  	69987.4	32519.2	2014.53	687   	13455.6	294.454	3  	1600	216  	21 	687   	246.388
4  	686   	23976.7	4  	61990.2	28153.1	2014.53	686   	13363.9	355.424	4  	1602	265  	19 	686   	290.4  
5  	681   	17396  	5  	67342.2	19552.5	2013.6 	681   	12737.5	433.086	5  	1603	339  	20 	681   	325.359
6  	668   	11365.8	6  	52885.8	4936.35	2012.73	668   	10580.6	560.896	6  	1613	560  	21 	668   	354.673
7  	673   	6323.24	7  	44142.4	3485.38	1970.98	673   	7055.51	687.593	7  	1629	609  	21 	673   	359.202
8  	676   	4135.52	8  	33885.6	2462.47	1970.89	676   	4117.26	741.173	8  	1767	622  	54 	676   	344.583
9  	690   	3289.21	9  	42863.4	2227.23	1970.81	690   	3393.85	782.026	9  	1687	628  	121	690   	349.961
10 	662   	3196.03	10 	52980  	2113.88	1970.81	662   	3765.6 	756.794	10 	1627	621.5	35 	662   	336.027
11 	681   	3051.22	11 	33526.9	2027.28	1970.22	681   	3664.77	691.971	11 	1681	609.5	52 	681   	276.138
12 	689   	3417.96	12 	54892.1	2022.44	1970.22	689   	4835.24	644.477	12 	1681	613  	32 	689   	197.184
13 	670   	3063.78	13 	35462.5	2020.55	1969.9 	670   	3655.71	638.396	13 	1388	619.5	40 	670   	164.064
14 	684   	3219.13	14 	37612.2	2018.58	1969.56	684   	4147.23	634.647	14 	1373	625  	31 	684   	143.672
15 	682   	3250.79	15 	36537.8	2016.43	1967.47	682   	4210.29	624.387	15 	1387	621  	33 	682   	134.852
16 	665   	3096.2 	16 	34930.6	2014.31	1966.79	665   	3672.17	628.873	16 	1387	619  	32 	665   	139.206
17 	666   	3395.74	17 	58428.4	2012.08	1966.74	666   	4639.76	622.651	17 	1126	616.5	18 	666   	128.208
18 	677   	3290.08	18 	33256.2	1992.13	1966.74	677   	4085.15	622.336	18 	1010	615  	37 	677   	122.784
19 	685   	3136.86	19 	33424.8	1984.63	1966.13	685   	3775.72	620.384	19 	1040	605  	40 	685   	125.676
20 	678   	3341.11	20 	74744.1	1978.8 	1964.67	678   	4888.96	618.611	20 	1130	608  	33 	678   	131.533
21 	674   	3017.24	21 	33431.5	1975.62	1964.67	674   	3471.89	627.919	21 	1139	615.5	39 	674   	140.302
22 	684   	3190.2 	22 	29208.3	1973.82	1964.65	684   	3733.57	649.589	22 	1172	633  	33 	684   	147.825
23 	686   	2904.04	23 	35783.7	1973.28	1964.42	686   	3542   	654.214	23 	1172	630  	82 	686   	149.806
24 	686   	3409.74	24 	47508.9	1972.55	1964.41	686   	4802.59	653.986	24 	1151	631  	29 	686   	164.521
25 	680   	3283.86	25 	29626.4	1972.45	1964.02	680   	3918.98	678.019	25 	1209	655  	32 	680   	161.664
26 	669   	2890.73	26 	37737.9	1970.87	1964.02	669   	3539.61	694.283	26 	1151	676  	29 	669   	177.26 
27 	680   	2860.92	27 	27980.3	1969.68	1963.72	680   	3209.28	720.886	27 	1241	701  	32 	680   	173.442
28 	671   	3406.74	28 	72150.8	1969.74	1963.13	671   	5142.06	736.06 	28 	1393	707.5	35 	671   	178.466
29 	683   	3020.9 	29 	30676.5	1969.06	1963.13	683   	3651.88	756.977	29 	1236	726  	61 	683   	174.837
30 	682   	2952.19	30 	51919.2	1968.35	1962.92	682   	3719.29	768.216	30 	1209	729  	37 	682   	177.643
31 	676   	2697.66	31 	27340.5	1967.39	1962.6 	676   	3015.45	774.973	31 	1253	728  	309	676   	161.746
32 	671   	2738.66	32 	34024.4	1966.92	1940.45	671   	3158.31	778.56 	32 	1419	731.5	59 	671   	162.685
33 	675   	2912.84	33 	36389.5	1966.54	1940.45	675   	3737.76	775.78 	33 	1304	737  	31 	675   	165.939
34 	684   	2972.21	34 	37737.9	1965.9 	1940.45	684   	3784.07	769.63 	34 	1298	737  	32 	684   	158.111
35 	673   	3073.33	35 	81038.8	1965.55	1940.45	673   	4946.43	763.719	35 	1295	734  	29 	673   	156.698
36 	673   	3063.62	36 	33419.2	1965.73	1940.43	673   	4039.13	754.246	36 	1295	737  	25 	673   	154.91 
37 	688   	2839.39	37 	34355.8	1965.42	1940.43	688   	3473.33	768.571	37 	1283	756.5	51 	688   	143.837
38 	677   	3062.35	38 	36878.8	1964.88	1939.79	677   	3745.91	780.956	38 	1296	775  	26 	677   	151.507
39 	675   	2668.56	39 	33418.2	1964.66	1938.05	675   	2874.29	806.893	39 	1217	806  	29 	675   	142.624
40 	677   	2905.47	40 	28463.9	1964   	1938.05	677   	3327.24	828.526	40 	1263	839  	32 	677   	161.688
41 	683   	2588.27	41 	24549  	1954.76	1937.39	683   	2499.88	879.849	41 	1342	889  	353	683   	151.622
42 	681   	2656.05	42 	29644.1	1946.64	1937.39	681   	2877.37	912.626	42 	1522	916  	58 	681   	165.094
43 	681   	2540.07	43 	29461.7	1943.2 	1935.85	681   	2514.83	946.514	43 	1347	940  	62 	681   	149.405
44 	670   	2544.61	44 	37311.7	1941.87	1935.66	670   	2930.51	958.867	44 	1352	951.5	33 	670   	156.012
45 	680   	2982.39	45 	53135.4	1940.69	1935.4 	680   	4393.08	982.061	45 	1410	971.5	34 	680   	155.924
46 	669   	2565.37	46 	37711.4	1940.46	1925.02	669   	2803.29	995.493	46 	1441	987  	32 	669   	154.415
47 	678   	2588.17	47 	47505.6	1940.17	1925.02	678   	3288.2 	1003.82	47 	1535	1004 	23 	678   	154.755
48 	682   	2602.95	48 	35677.6	1939.76	1925.02	682   	3018.53	1029.58	48 	1371	1040.5	41 	682   	143.482
49 	689   	2733.34	49 	31481  	1939.3 	1925.02	689   	3146.59	1042.13	49 	1387	1053.5	78 	689   	144.474
50 	662   	2736.35	50 	52083.1	1938.84	1925.02	662   	3767.75	1045.32	50 	1406	1061  	41 	662   	149.003
51 	678   	2622.2 	51 	37405.7	1938.05	1924.49	678   	3133.89	1056.06	51 	1661	1067.5	39 	678   	156.842
52 	676   	2705.28	52 	37711.4	1937.17	1924.49	676   	3400.27	1064.37	52 	1483	1077  	35 	676   	157.473
53 	685   	2719.42	53 	36852.2	1936.1 	1924.2 	685   	3444.3 	1084.56	53 	1490	1088  	32 	685   	137.231
54 	686   	2440.35	54 	47873  	1935.2 	1921.41	686   	3077.16	1092.34	54 	1536	1097.5	18 	686   	133.001
55 	676   	2522.1 	55 	33415  	1934.82	1921.41	676   	2716.48	1097.36	55 	1552	1106  	43 	676   	140.338
56 	667   	2462.65	56 	41134.8	1934.29	1921.41	667   	3071.36	1083.84	56 	1564	1087  	14 	667   	162.755
57 	675   	2352.29	57 	19659.8	1934.01	1920.97	675   	2029.22	1085.99	57 	1568	1088  	49 	675   	145.718
58 	673   	2452.75	58 	30301.6	1930.72	1919.31	673   	2581.79	1087.79	58 	1559	1109  	64 	673   	147.414
59 	680   	2697.58	59 	55763.2	1926.48	1919.29	680   	4128.85	1072.98	59 	1522	1095  	35 	680   	160.172
60 	673   	2619.9 	60 	37471.5	1925.4 	1918.46	673   	3079.92	1061.78	60 	1522	1063  	36 	673   	155.784
61 	687   	2765.77	61 	36852.2	1924.93	1916.63	687   	3448.42	1050.81	61 	1521	1044.5	32 	687   	172.16 
62 	669   	2698.61	62 	32572.1	1924.47	1915.89	669   	3180.33	1041.7 	62 	1387	1026  	32 	669   	150.108
63 	670   	2599.95	63 	41812.8	1923.74	1915.82	670   	3290.28	1017.43	63 	1570	1011  	63 	670   	146.637
64 	674   	2616.04	64 	29836.9	1922.18	1915.82	674   	2913.23	1014.6 	64 	1569	1006.5	67 	674   	137.234
65 	683   	2589.47	65 	36852.2	1921.29	1914.5 	683   	3242.53	1008.7 	65 	1566	1009.5	32 	683   	133.352
66 	680   	2736.3 	66 	29826.3	1920.88	1914.42	680   	3265.13	997.471	66 	1439	1012  	67 	680   	132.664
67 	664   	2745.58	67 	29819.9	1920.22	1913.7 	664   	3155.37	1000.78	67 	1486	1014.5	36 	664   	134.349
68 	687   	2595.44	68 	42082.5	1919.66	1912.28	687   	3232.2 	995.313	68 	1445	1011  	32 	687   	144.764
69 	656   	2580.31	69 	37414.8	1919.01	1912.28	656   	3510.05	998.289	69 	1321	1011  	32 	656   	149.529
70 	680   	2670.93	70 	30122.4	1918.27	1912.13	680   	3279.5 	1004.28	70 	1474	1017  	36 	680   	151.027
71 	685   	2688.98	71 	34881  	1917.37	1911.63	685   	3273.97	1002.61	71 	1439	1009.5	80 	685   	138.93 
72 	662   	2717.22	72 	46391.3	1916.54	1911.63	662   	3517.86	1008.74	72 	1457	1021  	33 	662   	137.766
73 	671   	2690.12	73 	34782.8	1916.13	1911.37	671   	3143.51	1017.28	73 	1475	1026  	556	671   	139.977
74 	680   	2344.92	74 	27540.6	1915.74	1908.37	680   	2028.37	1014.76	74 	1478	1026  	379	680   	150.573
75 	681   	2492.28	75 	28693.2	1915.32	1908.37	681   	2666.16	1025.35	75 	1465	1032.5	33 	681   	154.719
76 	679   	2688.05	76 	37711.4	1914.75	1908.35	679   	3267.37	1011.33	76 	1460	1023  	34 	679   	155.608
77 	679   	2604.13	77 	28407.9	1914.47	1907.44	679   	2911.57	1008.58	77 	1463	1021  	36 	679   	161.948
78 	684   	2844.05	78 	40364.9	1913.87	1907.44	684   	3593.15	1000.98	78 	1476	1012.5	26 	684   	143.775
79 	667   	2535.29	79 	30138.5	1913.08	1907.22	667   	2806.61	1007.62	79 	1365	1021  	396	667   	121.205
80 	681   	2663.95	80 	36852.2	1912.71	1907.22	681   	3630.52	1006.59	80 	1408	1021  	32 	681   	136.555
81 	678   	2631.47	81 	37711.4	1912.32	1907.06	678   	3401.83	1013.57	81 	1433	1023  	46 	678   	125.85 
82 	678   	2495.53	82 	28463.9	1912.1 	1907.06	678   	2569.8 	1022.19	82 	1395	1029  	32 	678   	140.898
83 	676   	2557.01	83 	30135.3	1911.93	1906.73	676   	2962.77	1033.99	83 	1466	1030  	578	676   	116.97 
84 	678   	2523.35	84 	29809.6	1911.64	1906.73	678   	2854.23	1043.4 	84 	1447	1032  	529	678   	121.138
85 	671   	2683.84	85 	31502.6	1911.13	1905.51	671   	3137.15	1039.63	85 	1466	1034  	35 	671   	143.301
86 	672   	2696.37	86 	30906.5	1910.07	1905.51	672   	3210.81	1049.9 	86 	1477	1036  	54 	672   	143.584
87 	672   	2771.85	87 	37711.4	1909.36	1904.15	672   	3578.46	1055.45	87 	1604	1045  	32 	672   	149.516
88 	680   	2747.12	88 	57669.2	1908.78	1904.15	680   	3866.28	1064.04	88 	1579	1046  	36 	680   	151.74 
89 	686   	2521.61	89 	30291.7	1908.49	1904.15	686   	2748.24	1067.77	89 	1686	1048  	47 	686   	144.526
90 	689   	2615.81	90 	37711.4	1907.83	1903.7 	689   	3094   	1069.48	90 	1494	1054  	41 	689   	142.395
91 	679   	2423.41	91 	35320.1	1907.7 	1903.69	679   	2686.77	1083.85	91 	1727	1065.5	34 	679   	157.874
92 	682   	2504.65	92 	63531.9	1907.61	1903.59	682   	3455.36	1098.13	92 	1557	1080.5	121	682   	153.819
93 	672   	2505.12	93 	34118  	1907.44	1903.59	672   	2765.16	1111.09	93 	1619	1096.5	291	672   	157.216
94 	683   	2378.25	94 	25505.1	1907.36	1903.59	683   	2191.1 	1126.9 	94 	1726	1130.5	660	683   	152.561
95 	679   	2406.34	95 	27908.9	1907.16	1903.39	679   	2563.49	1141.97	95 	1725	1158  	39 	679   	165.349
96 	687   	2479.88	96 	26591  	1906.93	1903.29	687   	2622.48	1156.07	96 	1599	1173.5	563	687   	156.364
97 	674   	2499.96	97 	45517.3	1906.33	1900.01	674   	2969.84	1164.17	97 	1721	1183  	21 	674   	163.984
98 	679   	2509.62	98 	29804.7	1905.54	1899.96	679   	2801.93	1167.22	98 	1752	1184  	50 	679   	150.855
99 	685   	2352.39	99 	29527.8	1905.15	1899.93	685   	2551.58	1186.68	99 	2015	1196  	564	685   	135.967
100	680   	2592.2 	100	36857.1	1904.68	1899.93	680   	3457.89	1187.71	100	1523	1200  	52 	680   	143.57 
101	673   	2651.68	101	60187.1	1904.43	1899.93	673   	3839.69	1200.98	101	1480	1210  	37 	673   	138.028
102	683   	2557.24	102	32754.7	1904.32	1898.76	683   	3128.97	1209.24	102	1538	1218  	27 	683   	135.171
103	676   	2407.03	103	37808.5	1904.15	1898.71	676   	2813.41	1230.1 	103	1495	1235.5	35 	676   	125.396
104	682   	2468.15	104	30130  	1903.94	1898.53	682   	2872.36	1231.78	104	1545	1241.5	32 	682   	137.68 
105	676   	2490.52	105	57139.7	1903.78	1898.52	676   	3388.16	1229.29	105	1540	1252  	33 	676   	149.38 
106	674   	2681.79	106	29613.1	1903.56	1898.33	674   	3307.17	1232.25	106	1589	1267.5	40 	674   	159.179
107	680   	2564.2 	107	33384.5	1903.23	1898.31	680   	2998.37	1231.05	107	1593	1265  	504	680   	144.83 
108	684   	2362.61	108	29464.1	1900.6 	1898.28	684   	2292.97	1230.41	108	1590	1272  	100	684   	161.785
109	672   	2624.43	109	39314.4	1900.05	1898.23	672   	3256.1 	1221.5 	109	1678	1267  	47 	672   	170.02 
110	681   	2513.78	110	62462.5	1899.76	1898.06	681   	3712.31	1220.04	110	1614	1255.5	17 	681   	164.992
Run 8/10
   	      	                        fitness                        	                          size                         
   	      	-------------------------------------------------------	-------------------------------------------------------
gen	nevals	avg    	gen	max  	med    	min    	nevals	std    	avg    	gen	max 	med  	min	nevals	std    
0  	690   	50956.4	0  	93151	50905.2	2102.85	690   	14472.7	211.477	0  	1322	138.5	21 	690   	191.846
1  	673   	43077.4	1  	81229.4	43971.7	2102.85	673   	13359.7	238.959	1  	1440	159  	16 	673   	219.139
2  	668   	36275.9	2  	70197.5	37153.6	2102.85	668   	13505.5	283.014	2  	1441	199.5	13 	668   	253.581
3  	672   	28524  	3  	60946.4	31783.9	2102.85	672   	14041.4	350.289	3  	1456	243.5	13 	672   	299.399
4  	673   	21256.4	4  	56848.8	26029.3	2102.43	673   	14014  	465.727	4  	1630	362.5	10 	673   	355.82 
5  	682   	14648.7	5  	67342.2	5431.76	2102.43	682   	12732.5	607.28 	5  	1638	596.5	9  	682   	384.896
6  	681   	8942.59	6  	51027.1	4003.71	2102.43	681   	9895.64	770.276	6  	1640	795.5	5  	681   	373.993
7  	685   	5246.89	7  	48658.4	2697.09	2096.28	685   	6731.66	891.979	7  	1710	893  	13 	685   	338.434
8  	683   	3379.55	8  	25865.1	2270.62	2067.64	683   	3065.41	965.973	8  	1769	920.5	99 	683   	299.686
9  	683   	2841.96	9  	37510.4	2151.43	2067.64	683   	2324.58	961.489	9  	1789	915.5	105	683   	284.522
10 	679   	3027.79	10 	36933.6	2138.77	2062.7 	679   	3025.92	891.603	10 	1756	845.5	223	679   	261.534
11 	672   	2771.1 	11 	38099.3	2103.25	2062.49	672   	3006.59	832.033	11 	1699	784.5	324	672   	220.879
12 	686   	3166.79	12 	80921.9	2102.85	2060.01	686   	4440.65	810.787	12 	1615	787.5	146	686   	192.398
13 	676   	2712.64	13 	23478.8	2102.06	2060.01	676   	2146.26	812.761	13 	1429	797  	380	676   	169.988
14 	683   	3004.03	14 	33454.3	2100.69	2056.33	683   	3267.25	831.72 	14 	1527	813  	234	683   	171.829
15 	665   	2775.15	15 	25866.6	2098.43	2038.9 	665   	2512.97	821.977	15 	1735	816.5	322	665   	166.868
16 	672   	2637.11	16 	23623.7	2086.11	2037.34	672   	2295.99	812.993	16 	1371	806  	352	672   	169.489
17 	672   	2769.92	17 	59955.5	2075.79	2037.34	672   	3253.02	793.44 	17 	1301	802.5	24 	672   	181.527
18 	682   	3207.96	18 	42896.3	2067.8 	2033.61	682   	4022.81	763.137	18 	1554	770  	14 	682   	197.799
19 	672   	2909.19	19 	45739.2	2063.2 	2033.61	672   	3264.11	752.64 	19 	1573	739  	122	672   	203.73 
20 	670   	3013.44	20 	33412.1	2062.26	2033.61	670   	3283.81	720.607	20 	1323	678  	264	670   	200.044
21 	683   	2828.87	21 	24635.8	2061.17	2033.61	683   	2643.21	688.596	21 	1361	643  	276	683   	177.71 
22 	683   	3127.04	22 	36587.6	2060.01	2027.23	683   	3479.44	663.443	22 	1327	632  	157	683   	149.341
23 	673   	3207.54	23 	36272.9	2059.32	2027.23	673   	3646.38	651.806	23 	1312	629.5	213	673   	140.303
24 	691   	3138.26	24 	73081.8	2039.78	2027.23	691   	4046.62	641.161	24 	1127	634  	19 	691   	127.437
25 	676   	2905.79	25 	60690.5	2038.9 	2027.23	676   	3574.06	643.876	25 	1162	637.5	63 	676   	120.115
26 	676   	3036.32	26 	37302.8	2038.9 	2027.23	676   	3358.7 	646.469	26 	1132	645  	248	676   	121.705
27 	675   	2945.83	27 	37495.9	2037.5 	2004.67	675   	3215.58	658.811	27 	997 	662.5	250	675   	121.879
28 	673   	2964.52	28 	39530.2	2036.64	2004.67	673   	3355.28	676.121	28 	1075	672.5	97 	673   	121.057
29 	674   	3044.27	29 	36069.2	2033.61	2004.67	674   	3275.09	696.951	29 	1076	686  	234	674   	122.209
30 	675   	2963.6 	30 	26698.5	2033.61	2004.67	675   	2929.91	711.169	30 	1050	699  	186	675   	132.108
31 	669   	2989.49	31 	38294.5	2032.06	2003.34	669   	3447.06	729.256	31 	1090	715  	40 	669   	141.557
32 	675   	2801.37	32 	28662.8	2027.84	1999.23	675   	2795.1 	749.601	32 	1260	733.5	180	675   	144.771
33 	676   	2932.56	33 	24667.5	2027.28	1997.03	676   	2980.54	778.203	33 	1325	776.5	351	676   	131.438
34 	687   	2893.22	34 	25817.1	2027.23	1997.03	687   	2856.42	806.507	34 	1139	827  	378	687   	131.652
35 	680   	3145.61	35 	36853.7	2026.66	1842.83	680   	3736.15	839.359	35 	1199	856  	255	680   	132.945
36 	669   	2798.74	36 	36948.8	2005.6 	1842.83	669   	2846.93	866.143	36 	1292	868  	355	669   	125.074
37 	681   	2709.68	37 	27586.2	2004.67	1842.83	681   	2396.3 	891.42 	37 	1323	884  	272	681   	122.272
38 	679   	2525.94	38 	21420.5	2004.67	1842.83	679   	2084.48	903.039	38 	1381	890.5	26 	679   	124.009
39 	667   	2594.21	39 	25396.1	2004.67	1842.83	667   	2212.68	913.663	39 	1315	895  	545	667   	121.228
40 	682   	2804.66	40 	37339  	2003.34	1841.32	682   	2963.05	923.07 	40 	1243	918.5	489	682   	126.499
41 	670   	2549.23	41 	29265.9	1999.69	1841.32	670   	2364.76	932.903	41 	1317	927  	460	670   	137.062
42 	679   	2506.18	42 	21991.8	1997.03	1821.21	679   	2270.33	942.499	42 	1359	929.5	437	679   	133.291
43 	674   	2682.56	43 	79431.8	1875.75	1821.21	674   	3734.81	930.996	43 	1368	916.5	73 	674   	131.166
44 	673   	2542.61	44 	37444.9	1843.75	1821.21	673   	2643.36	929.156	44 	1387	915.5	423	673   	120.957
45 	674   	2686.16	45 	26010.2	1842.83	1812.43	674   	2936.94	933.536	45 	1381	924.5	452	674   	115.183
46 	684   	2591.8 	46 	69760.3	1842.83	1812.43	684   	3612.6 	942.089	46 	1442	932.5	142	684   	121.702
47 	671   	2461.86	47 	25916.1	1842.78	1812.42	671   	2322.18	947.321	47 	1315	947  	402	671   	126.708
48 	673   	2344.78	48 	23082.5	1841.71	1807.72	673   	1985.35	966.356	48 	1313	972.5	448	673   	127.259
49 	678   	2298.88	49 	17523.3	1841.32	1807.72	678   	1961.98	970.674	49 	1405	978  	445	678   	135.729
50 	679   	2561.22	50 	24667.5	1841.32	1807.69	679   	2589.09	1000.8 	50 	1453	1027.5	470	679   	141.584
51 	691   	2562.7 	51 	62051.1	1830.59	1803.25	691   	3666.22	1027.57	51 	1484	1048.5	27 	691   	149.513
52 	688   	2571.95	52 	20428.8	1821.25	1798.08	688   	2668.41	1052.75	52 	1411	1059  	415	688   	144.896
53 	670   	2317.41	53 	36585.7	1819.04	1798.08	670   	2515.53	1076.84	53 	1490	1068  	592	670   	138.789
54 	672   	2397.63	54 	49540.8	1813.32	1786.9 	672   	2792.81	1081.39	54 	1572	1071  	105	672   	138.492
55 	688   	2370.66	55 	27368.7	1812.43	1786.9 	688   	2230.77	1091.28	55 	1574	1084  	440	688   	135.557
56 	681   	2483.65	56 	28563.9	1810.88	1786.52	681   	2645.06	1090.33	56 	1464	1087  	606	681   	131.197
57 	675   	2538.33	57 	37334.5	1808.63	1775.9 	675   	2780.93	1098.14	57 	1733	1097  	578	675   	131.003
58 	665   	2370.99	58 	29859.9	1807.72	1775.9 	665   	2490.01	1091.66	58 	1733	1095  	569	665   	131.053
59 	680   	2518.83	59 	36769.2	1806.52	1769.35	680   	2975.04	1097.57	59 	1754	1100  	556	680   	134.503
60 	675   	2258.87	60 	28685.8	1803.14	1769.35	675   	2097.47	1103.55	60 	1809	1100.5	559	675   	129.521
61 	679   	2258.57	61 	19759.1	1798.1 	1763.9 	679   	1920.86	1105.12	61 	1672	1104  	666	679   	127.818
62 	674   	2329.69	62 	24089.3	1798.04	1763.9 	674   	2470.39	1111.56	62 	1592	1123  	659	674   	136.172
63 	668   	2279.31	63 	30467.6	1792.72	1760.42	668   	2224.9 	1124.01	63 	1634	1143  	579	668   	141.347
64 	681   	2447.72	64 	44609.6	1786.9 	1760.42	681   	2872.18	1134.84	64 	1620	1161  	55 	681   	153.365
65 	678   	2473.45	65 	69031.1	1784.56	1739.16	678   	3669.3 	1146.28	65 	1579	1174  	116	678   	164.451
66 	678   	2155.77	66 	23767.6	1776.36	1739.16	678   	1816.85	1174.26	66 	1672	1190.5	592	678   	159.277
67 	669   	2254.51	67 	17311.1	1774.09	1737.05	669   	2021.69	1206.05	67 	1741	1212  	625	669   	142.689
68 	666   	2309   	68 	36588.5	1769.62	1737.05	666   	2675.74	1211.35	68 	1721	1216  	433	666   	145.739
69 	671   	2331.54	69 	36053.6	1769.29	1737.05	671   	2571.21	1218.08	69 	1866	1223  	672	671   	144.249
70 	681   	2185.1 	70 	18820.6	1766.44	1736.56	681   	1764.94	1230.71	70 	1643	1234  	571	681   	138.912
71 	677   	2423.59	71 	36064.6	1763.81	1736.56	677   	2775.74	1223.69	71 	1700	1234  	610	677   	146.241
72 	678   	2286.48	72 	46391.3	1762.27	1736.51	678   	2783.29	1232.57	72 	1796	1236  	251	678   	147.965
73 	674   	2153.08	73 	34480.3	1760.42	1736.51	674   	2131.76	1250.6 	73 	1811	1253  	756	674   	125.69 
74 	666   	2301.5 	74 	32052.7	1741.82	1736.25	666   	2487.09	1256.97	74 	1812	1267  	43 	666   	132.095
75 	676   	2275.63	75 	19594.4	1739.16	1736.25	676   	2107.81	1271.43	75 	1740	1281.5	618	676   	123.415
76 	671   	2225.34	76 	29580.3	1738.82	1735.96	671   	2283.97	1286.95	76 	1706	1295  	668	671   	123.066
77 	686   	2337.44	77 	43482.9	1737.05	1735.61	686   	2937.71	1295.19	77 	1708	1301  	23 	686   	128.001
78 	675   	2163.52	78 	37440.5	1736.75	1734.76	675   	2173.53	1302.6 	78 	1789	1301.5	784	675   	125.195
79 	683   	2162.58	79 	16671.6	1736.56	1734.76	683   	1999.8 	1305.86	79 	1793	1303.5	737	683   	129.414
80 	674   	2330.55	80 	36581.1	1736.54	1733.46	674   	2595.58	1315.49	80 	1922	1306.5	685	674   	150.69 
81 	673   	2202.85	81 	36580.6	1736.25	1725.98	673   	2452.97	1316.36	81 	1836	1307.5	692	673   	168.414
82 	686   	2253.16	82 	25823.2	1736.17	1725.98	686   	2279.53	1319.68	82 	1996	1307  	728	686   	179.296
83 	679   	2101   	83 	15093.5	1735.96	1725.98	679   	1697.36	1329.21	83 	2106	1322  	644	679   	179.493
84 	678   	2138.36	84 	31180.7	1735.74	1725.98	678   	2229.56	1329.15	84 	2134	1327  	736	678   	180.075
85 	680   	7142.47	85 	3.41968e+06	1735.61	1724   	680   	129095 	1318.7 	85 	2132	1322.5	753	680   	182.201
86 	673   	2233.03	86 	36610      	1735.25	1724   	673   	2569.19	1298.37	86 	2000	1305  	43 	673   	180.07 
87 	685   	2132.5 	87 	18614.7    	1734.76	1723.67	685   	1779.05	1290.01	87 	1882	1286.5	662	685   	175.547
88 	683   	2326.96	88 	39829.3    	1734.05	1723.67	683   	2802.09	1265.49	88 	1783	1267  	34 	683   	172.82 
89 	669   	2103.2 	89 	37174.2    	1731.14	1723.47	669   	2007.61	1278.5 	89 	1791	1290.5	701	669   	149.844
90 	684   	2302.48	90 	35762.6    	1725.98	1723.32	684   	2649.94	1280.98	90 	1787	1296  	766	684   	149.34 
91 	682   	2169.52	91 	66293.8    	1725.81	1718.89	682   	3129.92	1308.35	91 	1802	1322  	53 	682   	147.672
92 	685   	2076.3 	92 	31426.8    	1725.61	1718.89	685   	1978.53	1333.24	92 	1719	1346.5	843	685   	136.919
93 	680   	2092.02	93 	26670      	1724.34	1718.89	680   	1880.32	1357.08	93 	1714	1380.5	832	680   	147.366
94 	673   	2245.91	94 	25816.5    	1724   	1718.58	673   	2273.99	1374.42	94 	1832	1401  	681	673   	149.065
95 	675   	2251.2 	95 	36080.1    	1723.74	1687.78	675   	2528.22	1378.49	95 	1837	1405  	13 	675   	163.841
96 	682   	2283.83	96 	45203.7    	1723.67	1687.78	682   	2708.59	1364.17	96 	1834	1398  	32 	682   	175.383
97 	682   	2190.78	97 	28180.2    	1723.53	1687.78	682   	2304.24	1351.28	97 	1750	1383  	776	682   	166.397
98 	680   	2279.37	98 	25821      	1723.34	1687.78	680   	2428.39	1326.26	98 	1782	1326  	643	680   	170.135
99 	684   	2206.97	99 	30171.6    	1722.73	1687.78	684   	2356.83	1309.73	99 	1805	1283  	724	684   	169.184
100	687   	2100.96	100	36857.1    	1718.89	1687.78	687   	2039.34	1282.54	100	1695	1246.5	61 	687   	180.449
101	667   	2088.37	101	27588.9    	1718.89	1686.83	667   	1919.13	1263.8 	101	1822	1233  	637	667   	169.25 
102	668   	2340.16	102	59187.4    	1718.66	1686.83	668   	3167.01	1244.22	102	1768	1225  	169	668   	176.221
